key,phase_id,phase_name,phase_class,sequence_number,operation_externalId,equipment_module_externalIds,batch_externalIds,timeseries_externalIds,phase_state,description
PH_OP_QA_INSPECT_COMP,PH-OP-QA-INSPECT-COMP,QA Inspection Operation Completion Phase,Verification,30,OP-QA-INSPECT,EM_QA_SENS,BATCH-QC-STAB-013,TS_QA_TURBIDITY|TS_QA_HUMIDITY,Complete,QA Inspection Operation Completion Phase executes verification activities for operation OP-QA-INSPECT
PH_OP_COMP_MONITOR_INIT,PH-OP-COMP-MONITOR-INIT,Compressor Monitoring Operation Initialization Phase,Initialization,10,OP-COMP-MONITOR,EM_COMP_CTRL,BATCH-CIP-2024-016,TS_COMP_DISCH_PRESS|TS_COMP_VIBRATION,Running,Compressor Monitoring Operation Initialization Phase executes initialization activities for operation OP-COMP-MONITOR
PH_OP_COMP_MONITOR_PROC,PH-OP-COMP-MONITOR-PROC,Compressor Monitoring Operation Processing Phase,Processing,20,OP-COMP-MONITOR,EM_COMP_CTRL,BATCH-CIP-2024-016,TS_COMP_VIBRATION|TS_COMP_BEARING_TEMP,Running,Compressor Monitoring Operation Processing Phase executes processing activities for operation OP-COMP-MONITOR
PH_OP_COMP_MONITOR_COMP,PH-OP-COMP-MONITOR-COMP,Compressor Monitoring Operation Completion Phase,Verification,30,OP-COMP-MONITOR,EM_COMP_CTRL,BATCH-CIP-2024-016,TS_COMP_BEARING_TEMP|TS_COMP_SIS_STATE,Complete,Compressor Monitoring Operation Completion Phase executes verification activities for operation OP-COMP-MONITOR
PH_OP_R14_HEAT_MONITOR_INIT,PH-OP-R14-HEAT-MONITOR-INIT,R14 Heater Monitoring Operation Initialization Phase,Initialization,10,OP-R14-HEAT-MONITOR,EM_R14_HEAT,BATCH-CIP-2024-016,TS_R14_HEATER_TEMP|TS_R14_HEATER_POWER,Running,R14 Heater Monitoring Operation Initialization Phase executes initialization activities for operation OP-R14-HEAT-MONITOR
PH_OP_R14_HEAT_MONITOR_PROC,PH-OP-R14-HEAT-MONITOR-PROC,R14 Heater Monitoring Operation Processing Phase,Processing,20,OP-R14-HEAT-MONITOR,EM_R14_HEAT,BATCH-CIP-2024-016,TS_R14_HEATER_POWER|TS_R14_VFD_SPEED,Running,R14 Heater Monitoring Operation Processing Phase executes processing activities for operation OP-R14-HEAT-MONITOR
PH_OP_R14_HEAT_MONITOR_COMP,PH-OP-R14-HEAT-MONITOR-COMP,R14 Heater Monitoring Operation Completion Phase,Verification,30,OP-R14-HEAT-MONITOR,EM_R14_HEAT,BATCH-CIP-2024-016,TS_R14_VFD_SPEED|TS_R14_FLOW_SWITCH_STATE,Complete,R14 Heater Monitoring Operation Completion Phase executes verification activities for operation OP-R14-HEAT-MONITOR
PH_OP_R15_MANIFOLD_CONTROL_INIT,PH-OP-R15-MANIFOLD-CONTROL-INIT,R15 Manifold Control Operation Initialization Phase,Initialization,10,OP-R15-MANIFOLD-CONTROL,EM_R15_VALVE,BATCH-R13-2024-008,TS_R15_VALVE_POSITION|TS_R15_MANIFOLD_PRESS,Running,R15 Manifold Control Operation Initialization Phase executes initialization activities for operation OP-R15-MANIFOLD-CONTROL
PH_OP_R15_MANIFOLD_CONTROL_PROC,PH-OP-R15-MANIFOLD-CONTROL-PROC,R15 Manifold Control Operation Processing Phase,Processing,20,OP-R15-MANIFOLD-CONTROL,EM_R15_VALVE,BATCH-R13-2024-008,TS_R15_MANIFOLD_PRESS|TS_R15_ACTUATOR_PRESS,Running,R15 Manifold Control Operation Processing Phase executes processing activities for operation OP-R15-MANIFOLD-CONTROL
PH_OP_R15_MANIFOLD_CONTROL_COMP,PH-OP-R15-MANIFOLD-CONTROL-COMP,R15 Manifold Control Operation Completion Phase,Verification,30,OP-R15-MANIFOLD-CONTROL,EM_R15_VALVE,BATCH-R13-2024-008,TS_R15_ACTUATOR_PRESS|TS_R15_POSITIONER_STATE,Complete,R15 Manifold Control Operation Completion Phase executes verification activities for operation OP-R15-MANIFOLD-CONTROL
PH_OP_PILOT_REACT_CONTROL_INIT,PH-OP-PILOT-REACT-CONTROL-INIT,Pilot Reactor Control Operation Initialization Phase,Initialization,10,OP-PILOT-REACT-CONTROL,EM_PILOT_CTRL,BATCH-FILL-DEV-018,TS_PILOT_REACTOR_TEMP|TS_PILOT_REACTOR_PRESS,Running,Pilot Reactor Control Operation Initialization Phase executes initialization activities for operation OP-PILOT-REACT-CONTROL
PH_OP_PILOT_REACT_CONTROL_PROC,PH-OP-PILOT-REACT-CONTROL-PROC,Pilot Reactor Control Operation Processing Phase,Processing,20,OP-PILOT-REACT-CONTROL,EM_PILOT_CTRL,BATCH-FILL-DEV-018,TS_PILOT_REACTOR_PRESS|TS_PILOT_FLOW,Running,Pilot Reactor Control Operation Processing Phase executes processing activities for operation OP-PILOT-REACT-CONTROL
PH_OP_PILOT_REACT_CONTROL_COMP,PH-OP-PILOT-REACT-CONTROL-COMP,Pilot Reactor Control Operation Completion Phase,Verification,30,OP-PILOT-REACT-CONTROL,EM_PILOT_CTRL,BATCH-FILL-DEV-018,TS_PILOT_FLOW|TS_PILOT_CONTROLLER_OUTPUT,Complete,Pilot Reactor Control Operation Completion Phase executes verification activities for operation OP-PILOT-REACT-CONTROL
PH_OP_BLDR_PANEL_MONITOR_INIT,PH-OP-BLDR-PANEL-MONITOR-INIT,Blender Control Panel Monitoring Operation Initialization Phase,Initialization,10,OP-BLDR-PANEL-MONITOR,EM_BLDR_CTRL,BATCH-BLDR-015,TS_BLDR_PANEL_STATE|TS_BLDR_HMI_ALARMS,Running,Blender Control Panel Monitoring Operation Initialization Phase executes initialization activities for operation OP-BLDR-PANEL-MONITOR
PH_OP_BLDR_PANEL_MONITOR_PROC,PH-OP-BLDR-PANEL-MONITOR-PROC,Blender Control Panel Monitoring Operation Processing Phase,Processing,20,OP-BLDR-PANEL-MONITOR,EM_BLDR_CTRL,BATCH-BLDR-015,TS_BLDR_HMI_ALARMS|TS_BLDR_FILTER_DP,Running,Blender Control Panel Monitoring Operation Processing Phase executes processing activities for operation OP-BLDR-PANEL-MONITOR
PH_OP_BLDR_PANEL_MONITOR_COMP,PH-OP-BLDR-PANEL-MONITOR-COMP,Blender Control Panel Monitoring Operation Completion Phase,Verification,30,OP-BLDR-PANEL-MONITOR,EM_BLDR_CTRL,BATCH-BLDR-015,TS_BLDR_FILTER_DP|TS_BLDR_SAFETY_SWITCH,Complete,Blender Control Panel Monitoring Operation Completion Phase executes verification activities for operation OP-BLDR-PANEL-MONITOR
PH_OP_QC_CHROM_MAINT_INIT,PH-OP-QC-CHROM-MAINT-INIT,QC Chromatography Maintenance Operation Initialization Phase,Initialization,10,OP-QC-CHROM-MAINT,EM_QC_CHROM,BATCH-QC-2024-004,TS_QC_CHROM_SYS_STATE|TS_QC_CHROM_PUMP_CURRENT,Running,QC Chromatography Maintenance Operation Initialization Phase executes initialization activities for operation OP-QC-CHROM-MAINT
PH_OP_QC_CHROM_MAINT_PROC,PH-OP-QC-CHROM-MAINT-PROC,QC Chromatography Maintenance Operation Processing Phase,Processing,20,OP-QC-CHROM-MAINT,EM_QC_CHROM,BATCH-QC-2024-004,TS_QC_CHROM_PUMP_CURRENT|TS_QC_CHROM_PRESS,Running,QC Chromatography Maintenance Operation Processing Phase executes processing activities for operation OP-QC-CHROM-MAINT
PH_OP_QC_CHROM_MAINT_COMP,PH-OP-QC-CHROM-MAINT-COMP,QC Chromatography Maintenance Operation Completion Phase,Verification,30,OP-QC-CHROM-MAINT,EM_QC_CHROM,BATCH-QC-2024-004,TS_QC_CHROM_PRESS|TS_QC_CHROM_FLOW,Complete,QC Chromatography Maintenance Operation Completion Phase executes verification activities for operation OP-QC-CHROM-MAINT
PH_OP_CONV_WAREHOUSE_SCAN_INIT,PH-OP-CONV-WAREHOUSE-SCAN-INIT,Warehouse Conveyor Scan Operation Initialization Phase,Initialization,10,OP-CONV-WAREHOUSE-SCAN,EM_CONV_DRV1,BATCH-PACK-017,TS_CONV_MOTOR_TEMP|TS_CONV_SCANNER_STATE,Running,Warehouse Conveyor Scan Operation Initialization Phase executes initialization activities for operation OP-CONV-WAREHOUSE-SCAN
PH_OP_CONV_WAREHOUSE_SCAN_PROC,PH-OP-CONV-WAREHOUSE-SCAN-PROC,Warehouse Conveyor Scan Operation Processing Phase,Processing,20,OP-CONV-WAREHOUSE-SCAN,EM_CONV_DRV1,BATCH-PACK-017,TS_CONV_SCANNER_STATE|TS_CONV_SPEED,Running,Warehouse Conveyor Scan Operation Processing Phase executes processing activities for operation OP-CONV-WAREHOUSE-SCAN
PH_OP_CONV_WAREHOUSE_SCAN_COMP,PH-OP-CONV-WAREHOUSE-SCAN-COMP,Warehouse Conveyor Scan Operation Completion Phase,Verification,30,OP-CONV-WAREHOUSE-SCAN,EM_CONV_DRV1,BATCH-PACK-017,TS_CONV_SPEED|TS_CONV_PANEL_MODE,Complete,Warehouse Conveyor Scan Operation Completion Phase executes verification activities for operation OP-CONV-WAREHOUSE-SCAN
